,ProlificId,Condition,College,Duration,SearchValue,PartOfSearch
0,6723bebed3cb23087bebc5bd,search,Inter American University of Puerto Rico-Barranquitas,5050,,False
1,6723bebed3cb23087bebc5bd,search,Claflin University,9128,,False
2,6723bebed3cb23087bebc5bd,search,Stanford University,2600,,False
3,6723bebed3cb23087bebc5bd,search,Yale University,3600,,False
4,6723bebed3cb23087bebc5bd,search,Princeton University,1241,,False
5,6723bebed3cb23087bebc5bd,search,Harvard University,632,,False
6,6723bebed3cb23087bebc5bd,search,Stanford University,2104,,False
7,6723bebed3cb23087bebc5bd,search,Columbia University in the City of New York,3077,,False
8,6723bebed3cb23087bebc5bd,search,Harvard University,3489,,False
9,6723bebed3cb23087bebc5bd,search,Yale University,1138,,False
10,6723bebed3cb23087bebc5bd,search,Duke University,520,,False
11,6723bebed3cb23087bebc5bd,search,Yale University,1723,,False
12,6723bebed3cb23087bebc5bd,search,Warner University,6761,,False
13,6723bebed3cb23087bebc5bd,search,Warner University,5938,,False
14,6723bebed3cb23087bebc5bd,search,Touro College,2417,,False
15,6723bebed3cb23087bebc5bd,search,Haverford College,523,,False
16,6723bebed3cb23087bebc5bd,search,Tulane University of Louisiana,12615,,False
17,628f572a2d1304a34b9e1a37,no search,Lincoln University,3446,,False
18,628f572a2d1304a34b9e1a37,no search,Johns Hopkins University,15008,,False
19,628f572a2d1304a34b9e1a37,no search,Columbia University in the City of New York,8305,,False
20,628f572a2d1304a34b9e1a37,no search,Cooper Union for the Advancement of Science and Art,8829,,False
21,628f572a2d1304a34b9e1a37,no search,Hamilton College,9859,,False
22,628f572a2d1304a34b9e1a37,no search,Art Academy of Cincinnati,5825,,False
23,628f572a2d1304a34b9e1a37,no search,Wellesley College,8739,,False
24,5d5b0dd7c032a2001ad7cf5d,search,Yale University,924,,False
25,5d5b0dd7c032a2001ad7cf5d,search,Yale University,1969,,False
26,5d5b0dd7c032a2001ad7cf5d,search,Yale University,3468,,False
27,5d5b0dd7c032a2001ad7cf5d,search,Yale University,2978,,False
28,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,877,,False
29,5d5b0dd7c032a2001ad7cf5d,search,Yale University,1218,,False
30,5d5b0dd7c032a2001ad7cf5d,search,Princeton University,566,,False
31,5d5b0dd7c032a2001ad7cf5d,search,Duke University,849,,False
32,5d5b0dd7c032a2001ad7cf5d,search,Dartmouth College,931,,False
33,5d5b0dd7c032a2001ad7cf5d,search,Massachusetts Institute of Technology,1173,,False
34,5d5b0dd7c032a2001ad7cf5d,search,California Institute of Technology,1256,,False
35,5d5b0dd7c032a2001ad7cf5d,search,University of Pennsylvania,912,,False
36,5d5b0dd7c032a2001ad7cf5d,search,Columbia University in the City of New York,788,,False
37,5d5b0dd7c032a2001ad7cf5d,search,Northwestern University,573,,False
38,5d5b0dd7c032a2001ad7cf5d,search,Yale University,530,,False
39,5d5b0dd7c032a2001ad7cf5d,search,Yale University,731,,False
40,5d5b0dd7c032a2001ad7cf5d,search,Babson College,1016,,False
41,5d5b0dd7c032a2001ad7cf5d,search,College of the Holy Cross,1550,,False
42,5d5b0dd7c032a2001ad7cf5d,search,Bucknell University,1021,,False
43,5d5b0dd7c032a2001ad7cf5d,search,Tufts University,1121,,False
44,5d5b0dd7c032a2001ad7cf5d,search,Vanderbilt University,753,,False
45,5d5b0dd7c032a2001ad7cf5d,search,Tufts University,2578,,False
46,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,572,,False
47,5d5b0dd7c032a2001ad7cf5d,search,Harvard University,4115,,False
48,5d5b0dd7c032a2001ad7cf5d,search,Lafayette College,1602,,False
49,5d5b0dd7c032a2001ad7cf5d,search,Union College,690,,False
50,5d5b0dd7c032a2001ad7cf5d,search,Fort Valley State University,1505,,False
51,5d5b0dd7c032a2001ad7cf5d,search,Florida Memorial University,2114,,False
52,5d5b0dd7c032a2001ad7cf5d,search,Touro College,1673,,False
53,5d5b0dd7c032a2001ad7cf5d,search,Rust College,1060,,False
54,5d5b0dd7c032a2001ad7cf5d,search,Oakwood University,721,,False
55,5d5b0dd7c032a2001ad7cf5d,search,Claflin University,748,,False
56,5d5b0dd7c032a2001ad7cf5d,search,North Carolina Central University,913,,False
57,5d5b0dd7c032a2001ad7cf5d,search,Cleveland Institute of Music,1480,,False
58,5d5b0dd7c032a2001ad7cf5d,search,Flagler College-St Augustine,815,,False
59,5d5b0dd7c032a2001ad7cf5d,search,Bridgewater College,1873,,False
60,5d5b0dd7c032a2001ad7cf5d,search,Johnson College,834,,False
61,5d5b0dd7c032a2001ad7cf5d,search,Montreat College,834,,False
62,5d5b0dd7c032a2001ad7cf5d,search,CUNY John Jay College of Criminal Justice,3512,,False
63,5d5b0dd7c032a2001ad7cf5d,search,Dallas Baptist University,593,,False
64,5d5b0dd7c032a2001ad7cf5d,search,Catawba College,665,,False
65,5d5b0dd7c032a2001ad7cf5d,search,Smith College,5736,,False
66,5d5b0dd7c032a2001ad7cf5d,search,Smith College,953,,False
67,5d5b0dd7c032a2001ad7cf5d,search,Whitman College,568,,False
68,5d5b0dd7c032a2001ad7cf5d,search,Hope International University,537,,False
69,5d5b0dd7c032a2001ad7cf5d,search,Smith College,1818,,False
70,5d5b0dd7c032a2001ad7cf5d,search,College for Creative Studies,893,,False
71,5d5b0dd7c032a2001ad7cf5d,search,New York School of Interior Design,920,,False
72,5d5b0dd7c032a2001ad7cf5d,search,Florida Southern College,592,,False
73,5d5b0dd7c032a2001ad7cf5d,search,New York School of Interior Design,559,,False
74,5d5b0dd7c032a2001ad7cf5d,search,College for Creative Studies,912,,False
75,5d5b0dd7c032a2001ad7cf5d,search,St Lawrence University,1141,,False
76,5d5b0dd7c032a2001ad7cf5d,search,Haverford College,519,,False
77,5d5b0dd7c032a2001ad7cf5d,search,Tulane University of Louisiana,1511,,False
78,5d5b0dd7c032a2001ad7cf5d,search,Wellesley College,579,,False
79,5d5b0dd7c032a2001ad7cf5d,search,University of Rochester,531,,False
80,5d5b0dd7c032a2001ad7cf5d,search,Hobart William Smith Colleges,1073,,False
81,5d5b0dd7c032a2001ad7cf5d,search,American University,598,,False
82,5d5b0dd7c032a2001ad7cf5d,search,Duke University,2048,,False
83,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,3680,,False
84,5d5b0dd7c032a2001ad7cf5d,search,Yale University,870,,False
85,5d5b0dd7c032a2001ad7cf5d,search,Hampton University,740,,False
86,5d5b0dd7c032a2001ad7cf5d,search,Yale University,1035,,False
87,5d5b0dd7c032a2001ad7cf5d,search,Yale University,502,,False
88,5d5b0dd7c032a2001ad7cf5d,search,Yale University,2376,,False
89,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,2719,,False
90,5d5b0dd7c032a2001ad7cf5d,search,Princeton University,2557,,False
91,5d5b0dd7c032a2001ad7cf5d,search,Yale University,1297,,False
92,5d5b0dd7c032a2001ad7cf5d,search,Harvard University,2264,,False
93,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,1590,,False
94,5d5b0dd7c032a2001ad7cf5d,search,Columbia University in the City of New York,708,,False
95,5d5b0dd7c032a2001ad7cf5d,search,Northwestern University,664,,False
96,5d5b0dd7c032a2001ad7cf5d,search,California Institute of Technology,656,,False
97,5d5b0dd7c032a2001ad7cf5d,search,Massachusetts Institute of Technology,2535,,False
98,5d5b0dd7c032a2001ad7cf5d,search,Tufts University,2689,,False
99,5d5b0dd7c032a2001ad7cf5d,search,Vanderbilt University,1368,,False
100,5d5b0dd7c032a2001ad7cf5d,search,Cooper Union for the Advancement of Science and Art,860,,False
101,5d5b0dd7c032a2001ad7cf5d,search,University of Chicago,1275,,False
102,5d5b0dd7c032a2001ad7cf5d,search,Stanford University,1145,,False
103,5d5b0dd7c032a2001ad7cf5d,search,Columbia University in the City of New York,1588,,False
104,675b9a072275e60fc54518e6,search,Florida Memorial University,773,,False
105,675b9a072275e60fc54518e6,search,Columbia University in the City of New York,535,,False
106,675b9a072275e60fc54518e6,search,Claremont McKenna College,519,,False
107,675b9a072275e60fc54518e6,search,Berea College,512,,False
108,675b9a072275e60fc54518e6,search,University of Rochester,566,,False
109,675b9a072275e60fc54518e6,search,Skidmore College,1763,,False
110,675b9a072275e60fc54518e6,search,Wellesley College,531,,False
111,675b9a072275e60fc54518e6,search,Warner University,508,,False
112,675b9a072275e60fc54518e6,search,California Institute of Technology,831,,False
113,675b9a072275e60fc54518e6,search,Dartmouth College,845,,False
114,675b9a072275e60fc54518e6,search,Williams College,507,,False
115,675b9a072275e60fc54518e6,search,Vassar College,520,,False
116,675b9a072275e60fc54518e6,search,Hope International University,640,,False
117,675b9a072275e60fc54518e6,search,University of South Florida-Sarasota-Manatee,597,,False
118,675b9a072275e60fc54518e6,search,University of California-Irvine,647,,False
119,675b9a072275e60fc54518e6,search,Northwood University-Florida,521,,False
120,675b9a072275e60fc54518e6,search,Alaska Pacific University,773,,False
121,675b9a072275e60fc54518e6,search,Whitman College,531,,False
122,675b9a072275e60fc54518e6,search,University of California-Davis,1471,,False
123,675b9a072275e60fc54518e6,search,Whitman College,788,,False
124,675b9a072275e60fc54518e6,search,Trinity College,885,,False
125,675b9a072275e60fc54518e6,search,California State University-Fullerton,1066,,False
126,675b9a072275e60fc54518e6,search,SUNY College at Plattsburgh,666,,False
127,675b9a072275e60fc54518e6,search,Alderson Broaddus University,966,,False
128,675b9a072275e60fc54518e6,search,Case Western Reserve University,799,,False
129,675b9a072275e60fc54518e6,search,Dillard University,767,,False
130,675b9a072275e60fc54518e6,search,Wilson College,1599,,False
131,675b9a072275e60fc54518e6,search,Harvard University,1148,,False
132,675b9a072275e60fc54518e6,search,Catawba College,1083,,False
133,675b9a072275e60fc54518e6,search,Hobart William Smith Colleges,973,,False
134,675b9a072275e60fc54518e6,search,Montreat College,1222,,False
135,675b9a072275e60fc54518e6,search,Iowa Wesleyan University,917,,False
136,675b9a072275e60fc54518e6,search,Tufts University,1081,,False
137,675b9a072275e60fc54518e6,search,Vanderbilt University,747,,False
138,675b9a072275e60fc54518e6,search,Pitzer College,1028,,False
139,675b9a072275e60fc54518e6,search,Rust College,605,,False
140,675b9a072275e60fc54518e6,search,Trinity College,884,,False
141,675b9a072275e60fc54518e6,search,University of South Carolina-Upstate,880,,False
142,675b9a072275e60fc54518e6,search,Finlandia University,5520,,False
143,675b9a072275e60fc54518e6,search,Smith College,745,,False
144,675b9a072275e60fc54518e6,search,Finlandia University,567,,False
145,675b9a072275e60fc54518e6,search,University of Minnesota-Twin Cities,546,Alaska Pacific University,False
146,675b9a072275e60fc54518e6,search,Alaska Pacific University,16225,Alaska Pacific University,True
147,675b9a072275e60fc54518e6,search,St Lawrence University,542,Alaska Pacific University,False
148,675b9a072275e60fc54518e6,search,Paine College,1500,Alaska Pacific University,False
149,675b9a072275e60fc54518e6,search,Rhode Island School of Design,1184,Alaska Pacific University,False
150,675b9a072275e60fc54518e6,search,CUNY Bernard M Baruch College,686,Alaska Pacific University,False
151,675b9a072275e60fc54518e6,search,Paine College,4531,Alaska Pacific University,False
152,675b9a072275e60fc54518e6,search,Dartmouth College,2009,Alaska Pacific University,False
153,675b9a072275e60fc54518e6,search,Bates College,540,Alaska Pacific University,False
154,675b9a072275e60fc54518e6,search,Columbia University in the City of New York,1491,Alaska Pacific University,False
155,675b9a072275e60fc54518e6,search,North Carolina Central University,542,Alaska Pacific University,False
156,675b9a072275e60fc54518e6,search,University of North Carolina School of the Arts,2135,Alaska Pacific University,False
157,675b9a072275e60fc54518e6,search,Oakwood University,799,Alaska Pacific University,False
158,675b9a072275e60fc54518e6,search,University of Maryland-College Park,814,Alaska Pacific University,False
159,675b9a072275e60fc54518e6,search,Louisburg College,540,Alaska Pacific University,False
160,675b9a072275e60fc54518e6,search,Bard College,7049,Alaska Pacific University,False
161,675b9a072275e60fc54518e6,search,Alaska Pacific University,1905,Alaska Pacific University,True
162,675b9a072275e60fc54518e6,search,Alaska Pacific University,572,Alaska Pacific University,True
163,675b9a072275e60fc54518e6,search,Robert Morris University Illinois,8226,Robert Morris University Illinois,True
164,675b9a072275e60fc54518e6,search,Robert Morris University Illinois,12262,Robert Morris University Illinois,True
165,675b9a072275e60fc54518e6,search,Missouri Valley College,2042,Missouri Valley College,True
166,675b9a072275e60fc54518e6,search,Missouri Valley College,2404,Missouri Valley College,True
167,675b9a072275e60fc54518e6,search,Kentucky Christian University,5252,Kentucky Christian University,True
168,675b9a072275e60fc54518e6,search,Central Christian College of the Bible,8103,Central Christian College of the Bible,True
169,67cd71fdea11ab9caa72f305,search,Bates College,7648,,False
170,67cd71fdea11ab9caa72f305,search,Middlebury College,16462,,False
171,67cd71fdea11ab9caa72f305,search,Washington and Lee University,2889,,False
172,67cd71fdea11ab9caa72f305,search,Harvey Mudd College,1135,,False
173,67cd71fdea11ab9caa72f305,search,Vanderbilt University,542,,False
174,67cd71fdea11ab9caa72f305,search,Middlebury College,9755,,False
175,67cd71fdea11ab9caa72f305,search,Pomona College,984,,False
176,67cd71fdea11ab9caa72f305,search,Vanderbilt University,3680,,False
177,67cd71fdea11ab9caa72f305,search,Middlebury College,2468,,False
178,67cd71fdea11ab9caa72f305,search,Tufts University,1288,,False
179,67cd71fdea11ab9caa72f305,search,Davidson College,615,,False
180,67cd71fdea11ab9caa72f305,search,Bates College,1117,,False
181,67cd71fdea11ab9caa72f305,search,Yale University,17083,Yale University,True
182,67cd71fdea11ab9caa72f305,search,Art Academy of Cincinnati,1029,Yale University,False
183,67cd71fdea11ab9caa72f305,search,Middlebury College,578,Art Academy of Cincinnati,False
184,67cd71fdea11ab9caa72f305,search,Art Academy of Cincinnati,20430,Art Academy of Cincinnati,True
185,67cd71fdea11ab9caa72f305,search,Yale University,572,The University of West Florida,False
186,67cd71fdea11ab9caa72f305,search,Missouri Valley College,579,The University of West Florida,False
187,67cd71fdea11ab9caa72f305,search,Colby College,583,The University of West Florida,False
188,67cd71fdea11ab9caa72f305,search,Washington & Jefferson College,1181,The University of West Florida,False
189,67cd71fdea11ab9caa72f305,search,Boston University,585,Iowa Wesleyan University,False
190,67cd71fdea11ab9caa72f305,search,Iowa Wesleyan University,16794,Iowa Wesleyan University,True
191,67cd71fdea11ab9caa72f305,search,Alaska Pacific University,685,Alaska Pacific University,True
192,67cd71fdea11ab9caa72f305,search,Alaska Pacific University,6412,Alaska Pacific University,True
193,67cd71fdea11ab9caa72f305,search,Harvey Mudd College,1254,Alaska Pacific University,False
194,67cd71fdea11ab9caa72f305,search,Columbia University in the City of New York,1149,Alaska Pacific University,False
195,67cd71fdea11ab9caa72f305,search,Claremont McKenna College,891,Alaska Pacific University,False
196,67cd71fdea11ab9caa72f305,search,Vanderbilt University,634,Alaska Pacific University,False
197,67cd71fdea11ab9caa72f305,search,Berea College,788,Alaska Pacific University,False
198,67cd71fdea11ab9caa72f305,search,Maharishi University of Management,873,Alaska Pacific University,False
199,67cd71fdea11ab9caa72f305,search,Lafayette College,7061,,False
200,67cd71fdea11ab9caa72f305,search,Lehigh University,795,,False
201,67cd71fdea11ab9caa72f305,search,Union College,922,,False
202,67cd71fdea11ab9caa72f305,search,University of San Diego,889,,False
203,67cd71fdea11ab9caa72f305,search,Skidmore College,657,,False
204,67cd71fdea11ab9caa72f305,search,Alaska Pacific University,618,,False
205,67cd71fdea11ab9caa72f305,search,State University of New York at New Paltz,523,,False
206,67cd71fdea11ab9caa72f305,search,Barnard College,2658,,False
207,67cd71fdea11ab9caa72f305,search,Vassar College,2579,,False
208,67cd71fdea11ab9caa72f305,search,The New England Conservatory of Music,511,,False
209,67cd71fdea11ab9caa72f305,search,Stanford University,503,,False
210,67b746fca75ce7e982a23c67,search,Belanger School of Nursing,9531,Belanger School of Nursing,True
211,67b746fca75ce7e982a23c67,search,Belanger School of Nursing,6426,Belanger School of Nursing,True
212,67b746fca75ce7e982a23c67,search,Alaska Pacific University,12741,Alaska Pacific University,True
213,67b746fca75ce7e982a23c67,search,Emmaus Bible College,688,California State University-Long Beach,False
214,67b746fca75ce7e982a23c67,search,Union College,528,California State University-Long Beach,False
215,67b746fca75ce7e982a23c67,search,American University,1328,,False
216,67b746fca75ce7e982a23c67,search,Claremont McKenna College,2480,,False
217,67b746fca75ce7e982a23c67,search,Claremont McKenna College,9727,Claremont McKenna College,True
218,67b746fca75ce7e982a23c67,search,Boston University,1500,Claremont McKenna College,False
219,67b746fca75ce7e982a23c67,search,Tulane University of Louisiana,1149,,False
220,67b746fca75ce7e982a23c67,search,Tulane University of Louisiana,9638,Tulane University of Louisiana,True
221,67b746fca75ce7e982a23c67,search,Carleton College,675,Tulane University of Louisiana,False
222,67b746fca75ce7e982a23c67,search,Tulane University of Louisiana,2188,Tulane University of Louisiana,True
223,66f305037af69346a9a55b42,no search,University of New Mexico-Main Campus,750,,False
224,66f305037af69346a9a55b42,no search,Southeastern University,1451,,False
225,66f305037af69346a9a55b42,no search,University of California-San Diego,3064,,False
226,66f305037af69346a9a55b42,no search,Duke University,715,,False
227,66f305037af69346a9a55b42,no search,Washington and Lee University,2457,,False
228,66f305037af69346a9a55b42,no search,Harvey Mudd College,815,,False
229,66f305037af69346a9a55b42,no search,Harvard University,683,,False
230,66f305037af69346a9a55b42,no search,Stanford University,617,,False
231,66f305037af69346a9a55b42,no search,Princeton University,842,,False
232,66f305037af69346a9a55b42,no search,University of Chicago,1829,,False
233,66f305037af69346a9a55b42,no search,Georgetown University,1137,,False
234,66f305037af69346a9a55b42,no search,Boston University,1661,,False
235,66f305037af69346a9a55b42,no search,Lehigh University,1333,,False
236,66f305037af69346a9a55b42,no search,Union College,1699,,False
237,66f305037af69346a9a55b42,no search,Johns Hopkins University,540,,False
238,66f305037af69346a9a55b42,no search,Inter American University of Puerto Rico-Metro,2448,,False
239,66f305037af69346a9a55b42,no search,Piedmont International University,2605,,False
240,66f305037af69346a9a55b42,no search,CUNY Brooklyn College,1977,,False
241,66f305037af69346a9a55b42,no search,Georgetown University,947,,False
242,66f305037af69346a9a55b42,no search,Louisburg College,1517,,False
243,66f305037af69346a9a55b42,no search,Rice University,635,,False
244,66f305037af69346a9a55b42,no search,American Academy of Dramatic Arts-Los Angeles,1182,,False
245,66f305037af69346a9a55b42,no search,Crown College,1215,,False
246,66f305037af69346a9a55b42,no search,Touro College,1465,,False
247,66f305037af69346a9a55b42,no search,St Joseph School of Nursing,577,,False
248,66f305037af69346a9a55b42,no search,Hope International University,535,,False
249,66f305037af69346a9a55b42,no search,Dickinson College,600,,False
250,66f305037af69346a9a55b42,no search,Connecticut College,1137,,False
251,66f305037af69346a9a55b42,no search,Marist College,591,,False
252,6661ae7acb19d6e73cbda6ad,search,Yale University,1100,,False
253,6661ae7acb19d6e73cbda6ad,search,Princeton University,551,,False
254,6661ae7acb19d6e73cbda6ad,search,University of California-Berkeley,1225,,False
255,6661ae7acb19d6e73cbda6ad,search,University of Notre Dame,760,,False
256,6661ae7acb19d6e73cbda6ad,search,Babson College,1102,,False
257,6661ae7acb19d6e73cbda6ad,search,Washington University in St Louis,809,,False
258,6661ae7acb19d6e73cbda6ad,search,Colorado College,828,,False
259,6661ae7acb19d6e73cbda6ad,search,Kenyon College,1011,,False
260,6661ae7acb19d6e73cbda6ad,search,Kenyon College,1613,,False
261,6661ae7acb19d6e73cbda6ad,search,Duke University,1148,,False
262,6661ae7acb19d6e73cbda6ad,search,Dartmouth College,795,,False
263,6661ae7acb19d6e73cbda6ad,search,Stanford University,1022,,False
264,6661ae7acb19d6e73cbda6ad,search,Harvard University,727,,False
265,6661ae7acb19d6e73cbda6ad,search,Inter American University of Puerto Rico-Metro,724,,False
266,6661ae7acb19d6e73cbda6ad,search,Watkins College of Art Design & Film,969,,False
267,6661ae7acb19d6e73cbda6ad,search,The New England Conservatory of Music,1320,,False
268,6661ae7acb19d6e73cbda6ad,search,Delaware State University,992,,False
269,6661ae7acb19d6e73cbda6ad,search,Piedmont International University,779,,False
270,6661ae7acb19d6e73cbda6ad,search,Harvey Mudd College,621,har,True
271,6661ae7acb19d6e73cbda6ad,search,Harvard University,6660,har,True
272,6661ae7acb19d6e73cbda6ad,search,The Juilliard School,927,har,False
273,6661ae7acb19d6e73cbda6ad,search,Delaware State University,1327,har,False
274,6661ae7acb19d6e73cbda6ad,search,Piedmont International University,534,har,False
275,6661ae7acb19d6e73cbda6ad,search,Toccoa Falls College,569,har,False
276,6661ae7acb19d6e73cbda6ad,search,Franklin and Marshall College,694,har,False
277,6661ae7acb19d6e73cbda6ad,search,Alaska Pacific University,625,har,False
278,6661ae7acb19d6e73cbda6ad,search,Dartmouth College,510,har,False
279,6661ae7acb19d6e73cbda6ad,search,Cooper Union for the Advancement of Science and Art,1121,har,False
280,6661ae7acb19d6e73cbda6ad,search,Connecticut College,510,har,False
281,6661ae7acb19d6e73cbda6ad,search,Bucknell University,2001,har,False
282,6661ae7acb19d6e73cbda6ad,search,University of California-Berkeley,1027,har,False
283,6661ae7acb19d6e73cbda6ad,search,Connecticut College,650,har,False
284,6661ae7acb19d6e73cbda6ad,search,University of Miami,609,har,False
285,6661ae7acb19d6e73cbda6ad,search,Davidson College,908,har,False
286,6661ae7acb19d6e73cbda6ad,search,University of Memphis,617,,False
287,6661ae7acb19d6e73cbda6ad,search,Washington Adventist University,1005,,False
288,6661ae7acb19d6e73cbda6ad,search,Pacific Union College,719,,False
289,6661ae7acb19d6e73cbda6ad,search,Claflin University,832,,False
290,6661ae7acb19d6e73cbda6ad,search,Pacific Union College,3048,,False
291,6661ae7acb19d6e73cbda6ad,search,Claflin University,1363,,False
292,6661ae7acb19d6e73cbda6ad,search,Claflin University,671,,False
293,6661ae7acb19d6e73cbda6ad,search,Maharishi University of Management,1046,,False
294,6661ae7acb19d6e73cbda6ad,search,Memphis College of Art,601,,False
295,6661ae7acb19d6e73cbda6ad,search,Berea College,505,,False
296,6661ae7acb19d6e73cbda6ad,search,Art Academy of Cincinnati,960,,False
297,6661ae7acb19d6e73cbda6ad,search,Robert Morris University Illinois,1156,,False
298,6661ae7acb19d6e73cbda6ad,search,Eastwick College-Hackensack,684,,False
299,6661ae7acb19d6e73cbda6ad,search,CUNY City College,800,,False
300,6661ae7acb19d6e73cbda6ad,search,Western Carolina University,2319,,False
301,6661ae7acb19d6e73cbda6ad,search,Western Pennsylvania Hospital School of Nursing,1767,,False
302,6661ae7acb19d6e73cbda6ad,search,Rust College,1265,,False
303,6661ae7acb19d6e73cbda6ad,search,Mid-Atlantic Christian University,1217,,False
304,6661ae7acb19d6e73cbda6ad,search,Alice Lloyd College,840,,False
305,6661ae7acb19d6e73cbda6ad,search,Chicago State University,578,,False
306,6661ae7acb19d6e73cbda6ad,search,Johnson University Florida,964,,False
307,6661ae7acb19d6e73cbda6ad,search,The Boston Conservatory,720,,False
308,6661ae7acb19d6e73cbda6ad,search,Kentucky State University,976,,False
309,6661ae7acb19d6e73cbda6ad,search,Finlandia University,1360,,False
310,6661ae7acb19d6e73cbda6ad,search,Kentucky State University,719,,False
311,6661ae7acb19d6e73cbda6ad,search,Johnson C Smith University,8217,,False
312,6661ae7acb19d6e73cbda6ad,search,Dartmouth College,546,,False
313,6661ae7acb19d6e73cbda6ad,search,Duke University,554,,False
314,6661ae7acb19d6e73cbda6ad,search,Kenyon College,681,,False
315,6661ae7acb19d6e73cbda6ad,search,Rhode Island School of Design,936,,False
316,6661ae7acb19d6e73cbda6ad,search,University of Arkansas at Pine Bluff,1268,,False
317,6661ae7acb19d6e73cbda6ad,search,Pennsylvania College of Art and Design,627,,False
318,6661ae7acb19d6e73cbda6ad,search,Swarthmore College,1567,,False
319,6661ae7acb19d6e73cbda6ad,search,Amherst College,636,,False
320,6661ae7acb19d6e73cbda6ad,search,Duke University,740,,False
321,6661ae7acb19d6e73cbda6ad,search,Paine College,546,,False
322,6661ae7acb19d6e73cbda6ad,search,American Musical and Dramatic Academy,654,,False
323,6661ae7acb19d6e73cbda6ad,search,California Institute of the Arts,2024,,False
324,6661ae7acb19d6e73cbda6ad,search,Johnson University Florida,529,,False
325,6661ae7acb19d6e73cbda6ad,search,Mid-Atlantic Christian University,1410,,False
326,6661ae7acb19d6e73cbda6ad,search,Alice Lloyd College,565,,False
327,662973533159df515afdd606,no search,Lafayette College,9222,,False
328,662973533159df515afdd606,no search,American Academy of Dramatic Arts-Los Angeles,5191,,False
329,662973533159df515afdd606,no search,Vassar College,3039,,False
330,662973533159df515afdd606,no search,University of San Diego,2851,,False
331,662973533159df515afdd606,no search,Franklin and Marshall College,4430,,False
332,662973533159df515afdd606,no search,Emory University,3154,,False
333,662973533159df515afdd606,no search,University of San Diego,1725,,False
334,662973533159df515afdd606,no search,Skidmore College,2991,,False
335,662973533159df515afdd606,no search,Western Carolina University,11871,,False
336,662973533159df515afdd606,no search,Western Connecticut State University,1984,,False
337,662973533159df515afdd606,no search,Yale University,1359,,False
338,662973533159df515afdd606,no search,University of California-Santa Barbara,684,,False
339,662973533159df515afdd606,no search,Yale University,650,,False
340,662973533159df515afdd606,no search,Princeton University,1213,,False
341,662973533159df515afdd606,no search,Massachusetts Institute of Technology,921,,False
342,662973533159df515afdd606,no search,University of Chicago,1069,,False
343,662973533159df515afdd606,no search,Brown University,2640,,False
344,662973533159df515afdd606,no search,Colorado College,3467,,False
345,662973533159df515afdd606,no search,Lincoln University,1781,,False
346,662973533159df515afdd606,no search,University of Pennsylvania,1366,,False
347,662973533159df515afdd606,no search,Harvard University,3652,,False
348,662973533159df515afdd606,no search,Lafayette College,6137,,False
349,662973533159df515afdd606,no search,University of California-Irvine,1593,,False
350,662973533159df515afdd606,no search,Harvard University,4487,,False
351,662973533159df515afdd606,no search,Stanford University,1324,,False
352,662973533159df515afdd606,no search,Brown University,1347,,False
353,662973533159df515afdd606,no search,Stanford University,729,,False
354,662973533159df515afdd606,no search,Harvard University,513,,False
355,662973533159df515afdd606,no search,Columbia University in the City of New York,2075,,False
356,662973533159df515afdd606,no search,Claremont McKenna College,7495,,False
357,662973533159df515afdd606,no search,Carolinas College of Health Sciences,2551,,False
358,662973533159df515afdd606,no search,Georgetown University,1573,,False
359,662973533159df515afdd606,no search,Davidson College,2310,,False
360,662973533159df515afdd606,no search,Carolinas College of Health Sciences,2976,,False
361,662973533159df515afdd606,no search,Carlos Albizu University-Miami,2042,,False
362,662973533159df515afdd606,no search,University of Pennsylvania,583,,False
363,6792d1acde4c29a91f549bc7,search,The New England Conservatory of Music,24050,,False
364,6792d1acde4c29a91f549bc7,search,San Diego State University,19590,,False
365,6792d1acde4c29a91f549bc7,search,Boston University,13474,,False
366,6792d1acde4c29a91f549bc7,search,Lehigh University,1519,,False
367,6792d1acde4c29a91f549bc7,search,Brandeis University,1515,,False
368,6792d1acde4c29a91f549bc7,search,American Academy of Dramatic Arts-Los Angeles,21689,,False
369,6792d1acde4c29a91f549bc7,search,Boston University,1819,,False
370,6792d1acde4c29a91f549bc7,search,University of Chicago,778,,False
371,6792d1acde4c29a91f549bc7,search,Florida Memorial University,20650,,False
372,6792d1acde4c29a91f549bc7,search,The New England Conservatory of Music,1909,,False
373,6792d1acde4c29a91f549bc7,search,Watkins College of Art Design & Film,1736,,False
374,6792d1acde4c29a91f549bc7,search,Montreat College,18030,,False
375,6792d1acde4c29a91f549bc7,search,Stanford University,571,michigan state ,False
376,6792d1acde4c29a91f549bc7,search,Southern University at New Orleans,926,michigan state ,False
377,6792d1acde4c29a91f549bc7,search,Art Academy of Cincinnati,870,michigan state ,False
378,6792d1acde4c29a91f549bc7,search,Swarthmore College,798,,False
379,6792d1acde4c29a91f549bc7,search,Dartmouth College,3421,,False
380,6792d1acde4c29a91f549bc7,search,University of La Verne,12264,,False
381,6792d1acde4c29a91f549bc7,search,Macalester College,30772,,False
382,663913a30dfec86f2b19cd9b,no search,Florida Memorial University,14535,,False
